"","stat1","ifngr","factor.stat1","factor.ifngr"
"199",2568239.95579105,3284348.98867138,145182.461344926,100.183782877297
"200",1283062.64276506,8491247.82793347,72531.459576557,259.011856439511
"201",2302496.30708076,2182667.05564486,130159.987716811,66.5787476149457
"202",2063028.89237944,7728398.08433099,116622.908130517,235.742352088822
"203",3272376.82619191,2869040.25542849,184987.279324647,87.5154580123799
"204",1052574.5900808,2456918.81045684,59501.9828238703,74.9443562492814
"205",3277570.91221413,8211621.02593906,185280.900717556,250.482290636879
"206",3001931.76783744,4826913.90194308,169699.035271774,147.237244272051
"207",2183830.79605331,2159259.73983984,123451.83300219,65.864745098027
"208",3931603.69211471,4728136.57853499,222253.337258044,144.224200909226
"209",2964560.41194032,2360033.420853,167586.434608932,71.9890232838951
"210",3533677.65148278,1758958.02595338,199758.600392855,53.6541852191164
"211",741483.176861094,2884746.01041827,41916.0025992941,87.9945368049342
"212",1832114.52971321,5609426.40457547,103569.332098346,171.106529458522
"213",1726658.56522327,2583447.71393339,97607.9123121497,78.8039169224376
"214",2557853.13744511,2606265.42854234,144595.295083609,79.4999346032701
"215",5299245.03427885,4653070.07523298,299566.025990554,141.934417973823
"216",4499231.22073935,1855723.72520594,254341.289766937,56.6058672228643
"217",1621331.58904802,4425574.19583013,91653.7842281833,134.995022109928
"218",3724946.849311,1813910.56432527,210571.037469677,55.3304240085373
"219",1858166.99288592,2507222.63339106,105042.076387284,76.4787934519425
"220",2801498.75015576,1107074.29100134,158368.567970149,33.7695204685245
"221",1949964.45134855,1888298.52267431,110231.381590157,57.5995090216195
"222",2425653.13993672,2478334.62985903,137122.036603698,75.5976113718425
"223",2884023.56149345,5636294.31407373,163033.690948637,171.926091819533
"224",2523408.10287421,3527251.61002409,142648.119201995,107.59313662194
"225",2916008.61260351,10072023.5961976,164841.804102523,307.230878501942
"226",2239149.32991886,4637443.45822278,126578.986633798,141.457753158039
"227",3286196.21490535,8787313.99773735,185768.488597237,268.042878713713
"228",1044161.64128055,6557860.49998473,59026.3992977926,200.036985940354
"229",2812051.10378244,8367484.11307524,158965.091931646,255.236643397227
"230",3176025.0801585,2644326.58037919,179540.520499613,80.6609288169894
"231",3240629.140108,4777489.02935542,183192.58440244,145.729618035881
"232",1932116.92921686,1340785.15768015,109222.462160279,40.8984945221881
"233",3201752.00937727,4288119.87401307,180994.862372305,130.802199124318
"234",2567924.40749534,1940505.82559946,145164.623417383,59.1920088195711
"235",1800260.74942108,1726200.33117383,101768.63967647,52.6549644320823
"236",2257978.35978989,4539602.99756663,127643.390641394,138.473287286477
"237",2106524.82198872,5364740.93939626,119081.730603442,163.642792930735
"238",1824125.0422287,3973363.02431102,103117.68681681,121.201047724616
"239",2255109.4558208,3004297.40777322,127481.211660161,91.6412598774816
